article_id,outlet,entity_type,sentence_resolved,description_phrase,extraction_method,token_span
CNN_0006,CNN,shooter,"Kaitlin Marie Armstrong, the woman suspected of fatally shooting elite cyclist Anna Moriah ""Mo"" Wilson in Texas, is believed to have traveled to New York City after the killing, authorities said Wednesday.","elite cyclist Anna Moriah ""Mo"" Wilson",pos,65-102
CNN_0007,CNN,shooter,"An 18-year-old gunman on Tuesday fatally shot 19 children and two teachers at an elementary school before An 18-year-old gunman was killed by law enforcement officers, officials said.",fatally shot children,dep,33-57
CNN_0007,CNN,shooter,"An 18-year-old gunman on Tuesday fatally shot 19 children and two teachers at an elementary school before An 18-year-old gunman was killed by law enforcement officers, officials said.",was killed,dep,128-138
CNN_0007,CNN,shooter,"An 18-year-old gunman on Tuesday fatally shot 19 children and two teachers at an elementary school before An 18-year-old gunman was killed by law enforcement officers, officials said.",old gunman,pos,11-21
CNN_0007,CNN,shooter,"An 18-year-old gunman on Tuesday fatally shot 19 children and two teachers at an elementary school before An 18-year-old gunman was killed by law enforcement officers, officials said.",was killed by officers,dep,128-166
CNN_0007,CNN,shooter,"An 18-year-old gunman on Tuesday fatally shot 19 children and two teachers at an elementary school before An 18-year-old gunman was killed by law enforcement officers, officials said.",An 18-year-old gunman,pos,0-21
CNN_0008,CNN,shooter,"The suspect who killed 19 kids and two teachers at an elementary school in Uvalde, Texas, was a local high school student with few if any friends who officials said legally purchased two assault rifles and scores of ammo last week for The suspect who killed 19 kids and two teachers at an elementary school in Uvalde, Texas 18th birthday.",killed kids,dep,16-30
CNN_0008,CNN,shooter,"The suspect who killed 19 kids and two teachers at an elementary school in Uvalde, Texas, was a local high school student with few if any friends who officials said legally purchased two assault rifles and scores of ammo last week for The suspect who killed 19 kids and two teachers at an elementary school in Uvalde, Texas 18th birthday.",few friends,pos,127-145
CNN_0008,CNN,shooter,"The suspect who killed 19 kids and two teachers at an elementary school in Uvalde, Texas, was a local high school student with few if any friends who officials said legally purchased two assault rifles and scores of ammo last week for The suspect who killed 19 kids and two teachers at an elementary school in Uvalde, Texas 18th birthday.",The suspect,pos,0-11
CNN_0008,CNN,shooter,"The suspect who killed 19 kids and two teachers at an elementary school in Uvalde, Texas, was a local high school student with few if any friends who officials said legally purchased two assault rifles and scores of ammo last week for The suspect who killed 19 kids and two teachers at an elementary school in Uvalde, Texas 18th birthday.",two assault rifles,pos,183-201
CNN_0008,CNN,shooter,"Salvador Ramos was identified as the gunman who stormed into Robb Elementary on Tuesday with an assault rifle and tactical vest, barricaded himself in a classroom of children and opened fire.",was identified,dep,15-29
CNN_0008,CNN,shooter,"Salvador Ramos was identified as the gunman who stormed into Robb Elementary on Tuesday with an assault rifle and tactical vest, barricaded himself in a classroom of children and opened fire.",stormed,dep,48-55
CNN_0008,CNN,shooter,"Salvador Ramos was identified as the gunman who stormed into Robb Elementary on Tuesday with an assault rifle and tactical vest, barricaded himself in a classroom of children and opened fire.",Salvador Ramos,pos,0-14
CNN_0008,CNN,shooter,"Salvador Ramos was identified as the gunman who stormed into Robb Elementary on Tuesday with an assault rifle and tactical vest, barricaded himself in a classroom of children and opened fire.",the gunman,pos,33-43
CNN_0008,CNN,shooter,"Salvador Ramos was identified as the gunman who stormed into Robb Elementary on Tuesday with an assault rifle and tactical vest, barricaded himself in a classroom of children and opened fire.",an assault rifle,pos,93-109
CNN_0008,CNN,shooter,"Responding officers eventually forced Responding officers way into the room and fatally shot The suspect who killed 19 kids and two teachers at an elementary school in Uvalde, Texas.",fatally shot suspect,dep,80-104
CNN_0008,CNN,shooter,"Responding officers eventually forced Responding officers way into the room and fatally shot The suspect who killed 19 kids and two teachers at an elementary school in Uvalde, Texas.",killed kids,dep,109-123
CNN_0008,CNN,shooter,"Responding officers eventually forced Responding officers way into the room and fatally shot The suspect who killed 19 kids and two teachers at an elementary school in Uvalde, Texas.",The suspect,pos,93-104
CNN_0008,CNN,shooter,"The heinous attack came just two days before students were set to be released for the summer and left a community and nation asking yet again: Who would do this, and why?

An examination of Ramos' personal background reveals a bullied loner with no criminal history and -- like so many other mass shooters in America -- interest in and access to high-powered firearms and ammunition.",many other mass shooters,pos,281-305
CNN_0008,CNN,shooter,"The heinous attack came just two days before students were set to be released for the summer and left a community and nation asking yet again: Who would do this, and why?

An examination of Ramos' personal background reveals a bullied loner with no criminal history and -- like so many other mass shooters in America -- interest in and access to high-powered firearms and ammunition.",The heinous attack,pos,0-18
CNN_0008,CNN,shooter,"The heinous attack came just two days before students were set to be released for the summer and left a community and nation asking yet again: Who would do this, and why?

An examination of Ramos' personal background reveals a bullied loner with no criminal history and -- like so many other mass shooters in America -- interest in and access to high-powered firearms and ammunition.",so many other mass shooters,pos,278-305
CNN_0008,CNN,shooter,"The heinous attack came just two days before students were set to be released for the summer and left a community and nation asking yet again: Who would do this, and why?

An examination of Ramos' personal background reveals a bullied loner with no criminal history and -- like so many other mass shooters in America -- interest in and access to high-powered firearms and ammunition.",high-powered firearms,pos,346-367
CNN_0008,CNN,shooter,"The suspect who killed 19 kids and two teachers at an elementary school in Uvalde, Texas purchased guns and ammo last week",killed kids,dep,16-30
CNN_0008,CNN,shooter,"The suspect who killed 19 kids and two teachers at an elementary school in Uvalde, Texas purchased guns and ammo last week",purchased guns,dep,89-103
CNN_0008,CNN,shooter,"The suspect who killed 19 kids and two teachers at an elementary school in Uvalde, Texas purchased guns and ammo last week",The suspect,pos,0-11
CNN_0008,CNN,shooter,"The suspect's actions leading up to the shooting offer hints at The suspect who killed 19 kids and two teachers at an elementary school in Uvalde, Texas mindset and plan.",leading,dep,22-29
CNN_0008,CNN,shooter,"The suspect's actions leading up to the shooting offer hints at The suspect who killed 19 kids and two teachers at an elementary school in Uvalde, Texas mindset and plan.",killed kids,dep,80-94
CNN_0008,CNN,shooter,"The suspect's actions leading up to the shooting offer hints at The suspect who killed 19 kids and two teachers at an elementary school in Uvalde, Texas mindset and plan.",The suspect's actions,pos,0-21
CNN_0008,CNN,shooter,"The suspect's actions leading up to the shooting offer hints at The suspect who killed 19 kids and two teachers at an elementary school in Uvalde, Texas mindset and plan.",the shooting offer,pos,36-54
CNN_0008,CNN,shooter,"The suspect's actions leading up to the shooting offer hints at The suspect who killed 19 kids and two teachers at an elementary school in Uvalde, Texas mindset and plan.",The suspect,pos,64-75
CNN_0011,CNN,shooter,"A suspect is in custody after a shooting incident at Robb Elementary School in Uvalde, Texas, left at least two dead and injured 14 people, including students, authorities said.",A suspect,pos,0-9
